seed,method,phase,average_finish_time,p95_finish_time,waiting_latency,service_latency,cache_hit_rate,cache_remote_loading_rate
54,dqn_wdsa_std_cache,evaluation,0.9608712632477734,1.375475067496943,0.08818019111757737,2.620855591494002,0.12397054597701151,0.8760294540229886
54,daoc_our_coord_cache,tail,0.14392809413137278,0.2413657219526811,0.07206571708387942,0.2573812144897674,0.5588794063079776,0.4411205936920222
54,daoc_our_coord_cache,evaluation,0.2078838459017391,0.34169612042638337,0.0687176799379763,0.6487367996489724,0.26595433908045973,0.7340456609195403
54,lean_our,tail,0.09613637317689525,0.17987325191591458,0.07739219303484152,0.12379847253833304,0.6995491651205937,0.3004508348794063
54,lean_our,evaluation,0.12761739945310077,0.23291226636441056,0.0797736473079792,0.2814345280960114,0.5607492528735631,0.43925074712643686
54,coord_cache_discrete_sac,tail,0.3443631381291427,0.4529439895350338,0.087836134862623,0.792165205049076,0.2015064935064935,0.7984935064935064
54,coord_cache_discrete_sac,evaluation,0.15026189544397503,0.2522530767388297,0.08181741918539753,0.3438841322193942,0.5573166379310345,0.44268336206896547
54,discrete_sac_std_cache,tail,1.4653998846018839,1.8489165953744044,0.0932016650034151,3.88126146447251,0.1654230055658627,0.8345769944341374
54,discrete_sac_std_cache,evaluation,0.9961791343456001,1.2152120377741844,0.11217513856871593,3.740378645995413,0.1500852298850575,0.8499147701149425
55,daoc_paper,tail,0.5694998237561206,0.9360232365883696,0.13191606820544932,1.6548372621481446,0.3661506352087115,0.6338493647912886
55,daoc_paper,evaluation,0.5797923022053876,0.7500460993839088,0.11215357466860415,1.7230197958484712,0.2237036781609195,0.7762963218390806
55,dqn_wdsa_std_cache,tail,1.2860266892084915,1.9201494952694607,0.14966893947817908,4.131761163552153,0.06558076225045371,0.9344192377495463
55,dqn_wdsa_std_cache,evaluation,1.2733460520301818,1.3620554338495454,0.1635248909898891,4.290862034392271,0.06266022988505748,0.9373397701149425
55,daoc_our_coord_cache,tail,0.146730798261315,0.26843230868115997,0.10774168297861429,0.43533678569887413,0.5331070780399274,0.4668929219600726
55,daoc_our_coord_cache,evaluation,0.23413642272415466,0.44268188998815505,0.1054026677908412,0.6531755873174977,0.3875169252873564,0.6124830747126436
55,lean_our,tail,0.09925860236338946,0.15831069376397944,0.08242703731177993,0.1234117652938464,0.7691905626134301,0.23080943738656987
55,lean_our,evaluation,0.11731649234406509,0.2807930128921107,0.08521165680416583,0.21194682561376332,0.7380397988505749,0.2619602011494253
55,coord_cache_discrete_sac,tail,0.35288237074253687,0.558877099165831,0.16327374536330125,0.9989076197535166,0.1975480943738657,0.8024519056261343
55,coord_cache_discrete_sac,evaluation,0.15429091931333935,0.29111992665400505,0.10505176554361034,0.4808381261926904,0.48732991379310353,0.5126700862068965
55,discrete_sac_std_cache,tail,1.505621564038905,2.625530891810078,0.17167010379854694,3.685996815745708,0.17147731397459165,0.8285226860254084
